year,month,day,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,registered,count
2012,9,2,16,가을,0,0,"맑음, 약간 구름 낀 흐림",30.34,34.85,70.0,0.0,252,474
2012,3,10,12,봄,0,0,"맑음, 약간 구름 낀 흐림",12.3,13.635,33.0,22.0028,241,329
2012,9,12,15,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,32.575,37.0,8.9981,243,318
2012,7,8,8,가을,0,0,"맑음, 약간 구름 낀 흐림",34.44,40.15,53.0,8.9981,95,130
2011,4,15,4,여름,1,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,82.0,6.0032,3,3
2011,9,15,23,가을,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,67.0,15.0013,61,69
2012,7,13,5,가을,0,1,"안개, 안개 + 흐림",27.06,31.82,56.0,6.0032,30,34
2011,1,5,4,봄,0,1,"맑음, 약간 구름 낀 흐림",9.84,11.365,48.0,15.0013,2,2
2011,12,2,4,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.02,13.635,80.0,0.0,3,3
2011,11,11,20,겨울,1,0,"맑음, 약간 구름 낀 흐림",13.12,15.91,39.0,12.998,97,109
2011,1,17,19,봄,1,0,"가벼운 눈, 가벼운 비 + 천둥",7.38,9.09,59.0,12.998,58,60
2011,6,13,13,여름,0,1,"맑음, 약간 구름 낀 흐림",28.7,31.82,37.0,0.0,174,227
2011,4,13,12,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",17.22,21.21,82.0,16.9979,83,95
2011,11,13,18,겨울,0,0,"맑음, 약간 구름 낀 흐림",21.32,25.0,27.0,22.0028,155,190
2012,10,2,9,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",23.78,27.275,88.0,8.9981,83,86
2012,9,18,21,가을,0,1,"안개, 안개 + 흐림",24.6,27.275,88.0,12.998,186,207
2011,3,8,18,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,16.665,27.0,12.998,214,235
2011,8,6,21,가을,0,0,"안개, 안개 + 흐림",28.7,33.335,84.0,22.0028,86,114
2012,11,16,9,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,17.425,53.0,7.0015,330,351
2011,10,15,10,겨울,0,0,"맑음, 약간 구름 낀 흐림",22.14,25.76,45.0,30.0026,207,322
2012,1,7,5,봄,0,0,"맑음, 약간 구름 낀 흐림",10.66,13.635,75.0,7.0015,7,9
2012,5,4,14,여름,0,1,"안개, 안개 + 흐림",27.06,31.06,74.0,19.0012,159,242
2011,12,11,5,겨울,0,0,"맑음, 약간 구름 낀 흐림",7.38,10.605,59.0,7.0015,6,6
2011,11,10,15,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",14.76,16.665,81.0,19.9995,57,62
2012,10,16,12,겨울,0,1,"안개, 안개 + 흐림",21.32,25.0,45.0,22.0028,256,325
2011,12,10,10,겨울,0,0,"맑음, 약간 구름 낀 흐림",13.12,15.15,57.0,16.9979,161,192
2012,10,18,11,겨울,0,1,"안개, 안개 + 흐림",22.96,26.515,56.0,15.0013,189,268
2011,2,4,21,봄,0,1,"안개, 안개 + 흐림",9.84,12.12,70.0,11.0014,41,43
2012,5,1,8,여름,0,1,"안개, 안개 + 흐림",21.32,25.0,94.0,19.0012,538,557
2011,8,3,1,가을,0,1,"안개, 안개 + 흐림",31.98,35.605,52.0,11.0014,9,16
2011,4,1,23,여름,0,1,"맑음, 약간 구름 낀 흐림",12.3,15.91,61.0,6.0032,41,53
2011,3,16,10,봄,0,1,"안개, 안개 + 흐림",14.76,17.425,81.0,11.0014,49,68
2012,8,14,3,가을,0,1,"안개, 안개 + 흐림",27.88,31.82,83.0,12.998,3,3
2011,3,9,5,봄,0,1,"안개, 안개 + 흐림",9.84,12.12,81.0,8.9981,7,8
2011,10,4,0,겨울,0,1,"안개, 안개 + 흐림",16.4,20.455,87.0,6.0032,22,27
2011,4,11,9,여름,0,1,"안개, 안개 + 흐림",22.96,26.515,83.0,19.0012,132,165
2011,12,4,17,겨울,0,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,76.0,8.9981,207,245
2011,4,7,4,여름,0,1,"맑음, 약간 구름 낀 흐림",13.94,16.665,76.0,12.998,1,1
2011,4,10,17,여름,0,0,"안개, 안개 + 흐림",21.32,25.0,72.0,12.998,152,236
2011,6,14,0,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,49.0,12.998,18,31
2012,3,7,6,봄,0,1,"맑음, 약간 구름 낀 흐림",11.48,12.88,61.0,26.0027,104,108
2012,5,19,20,여름,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,41.0,6.0032,197,315
2011,1,8,8,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",6.56,9.09,93.0,7.0015,15,15
2011,9,19,1,가을,0,1,"안개, 안개 + 흐림",21.32,25.0,72.0,7.0015,7,10
2012,2,3,1,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,13.635,56.0,22.0028,19,22
2011,12,17,4,겨울,0,0,"맑음, 약간 구름 낀 흐림",9.84,12.12,65.0,11.0014,9,9
2011,12,14,4,겨울,0,1,"맑음, 약간 구름 낀 흐림",10.66,15.15,75.0,0.0,4,4
2012,9,19,23,가을,0,1,"맑음, 약간 구름 낀 흐림",19.68,23.485,67.0,6.0032,106,123
2011,7,9,23,가을,0,0,"맑음, 약간 구름 낀 흐림",29.52,33.335,58.0,12.998,93,140
2012,3,2,16,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",16.4,20.455,58.0,19.9995,49,50
2012,11,3,21,겨울,0,0,"맑음, 약간 구름 낀 흐림",13.94,17.425,53.0,7.0015,135,166
2012,11,17,21,겨울,0,0,"안개, 안개 + 흐림",13.12,16.665,57.0,7.0015,124,139
2012,1,17,2,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",11.48,13.635,75.0,16.9979,12,12
2012,9,16,14,가을,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,39.0,8.9981,410,635
2011,4,16,9,여름,0,0,"가벼운 눈, 가벼운 비 + 천둥",16.4,20.455,100.0,19.9995,27,29
2011,5,6,8,여름,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,77.0,16.9979,415,450
2012,4,3,23,여름,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,59.0,0.0,66,79
2011,6,3,1,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,38.0,23.9994,15,22
2011,6,16,3,여름,0,1,"안개, 안개 + 흐림",22.96,26.515,73.0,6.0032,4,4
2011,8,2,9,가을,0,1,"맑음, 약간 구름 낀 흐림",31.98,,46.0,19.9995,182,213
2012,9,18,3,가을,0,1,"안개, 안개 + 흐림",25.42,27.275,94.0,19.0012,6,6
2011,2,3,11,봄,0,1,"맑음, 약간 구름 낀 흐림",7.38,6.82,43.0,30.0026,55,64
2012,9,13,3,가을,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,83.0,0.0,9,11
2011,2,10,10,봄,0,1,"맑음, 약간 구름 낀 흐림",4.92,5.305,42.0,19.9995,34,35
2011,3,4,9,봄,0,1,"맑음, 약간 구름 낀 흐림",9.02,11.365,60.0,8.9981,138,150
2011,10,15,7,겨울,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,76.0,7.0015,40,57
2012,10,10,11,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,52.0,12.998,238,291
2012,2,18,1,봄,0,0,"맑음, 약간 구름 낀 흐림",13.12,15.91,49.0,11.0014,38,45
2012,8,12,6,가을,0,0,"맑음, 약간 구름 낀 흐림",26.24,30.305,65.0,11.0014,14,16
2012,10,15,0,겨울,0,1,"안개, 안개 + 흐림",22.96,26.515,73.0,16.9979,31,48
2011,8,16,1,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,11.0014,12,16
2011,11,5,9,겨울,0,0,"맑음, 약간 구름 낀 흐림",12.3,13.635,56.0,19.9995,111,141
2011,11,17,11,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",13.12,15.15,66.0,22.0028,93,97
2012,8,12,17,가을,0,0,"맑음, 약간 구름 낀 흐림",32.8,34.85,33.0,0.0,319,505
2011,3,1,11,봄,0,1,"맑음, 약간 구름 낀 흐림",,13.635,45.0,16.9979,48,56
2012,5,16,7,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,83.0,0.0,426,440
2011,2,4,14,봄,0,1,"안개, 안개 + 흐림",11.48,13.635,45.0,11.0014,76,91
2011,8,15,12,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.09,58.0,19.0012,116,178
2011,6,12,18,여름,0,0,"맑음, 약간 구름 낀 흐림",28.7,33.335,74.0,11.0014,187,256
2011,11,14,21,겨울,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,53.0,23.9994,176,213
2012,6,19,3,여름,0,1,"안개, 안개 + 흐림",24.6,28.79,78.0,7.0015,7,8
2012,6,1,2,여름,0,1,"맑음, 약간 구름 낀 흐림",26.24,31.06,57.0,15.0013,13,16
2011,4,6,17,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,32.0,30.0026,303,356
2012,11,4,0,겨울,0,0,"맑음, 약간 구름 낀 흐림",12.3,15.91,61.0,7.0015,97,102
2012,9,2,10,가을,0,0,"안개, 안개 + 흐림",29.52,34.85,79.0,0.0,230,388
2011,11,6,1,겨울,0,0,"맑음, 약간 구름 낀 흐림",10.66,15.15,81.0,0.0,104,115
2012,1,8,0,봄,0,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,40.0,19.0012,77,91
2011,9,7,0,가을,0,1,"안개, 안개 + 흐림",22.14,25.76,94.0,15.0013,12,13
2011,4,6,16,여름,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,28.0,27.9993,142,169
2011,6,13,8,여름,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,49.0,30.0026,432,476
2012,3,14,11,봄,0,1,"안개, 안개 + 흐림",25.42,31.06,41.0,11.0014,155,220
2011,3,2,13,봄,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,25.0,0.0,90,125
2011,10,5,13,겨울,0,1,"맑음, 약간 구름 낀 흐림",26.24,31.06,41.0,15.0013,189,219
2011,8,8,10,가을,0,1,"맑음, 약간 구름 낀 흐림",32.8,37.12,52.0,26.0027,62,124
2012,2,5,6,봄,0,0,"안개, 안개 + 흐림",10.66,12.12,70.0,16.9979,4,4
2011,7,6,23,가을,0,1,"맑음, 약간 구름 낀 흐림",27.88,31.82,83.0,15.0013,78,98
2011,8,19,15,가을,0,1,"맑음, 약간 구름 낀 흐림",32.8,37.12,49.0,7.0015,156,222
2011,11,12,9,겨울,0,0,"맑음, 약간 구름 낀 흐림",12.3,15.15,61.0,11.0014,142,160
2011,7,12,11,가을,0,1,"맑음, 약간 구름 낀 흐림",33.62,38.635,52.0,11.0014,86,125
2011,2,3,21,봄,0,1,"맑음, 약간 구름 낀 흐림",7.38,10.605,55.0,7.0015,53,54
2012,4,5,7,여름,0,1,"맑음, 약간 구름 낀 흐림",13.94,16.665,49.0,12.998,339,354
2012,8,3,16,가을,0,1,"안개, 안개 + 흐림",35.26,39.395,41.0,15.0013,380,492
2012,2,11,19,봄,0,0,"안개, 안개 + 흐림",8.2,7.575,40.0,36.9974,85,87
2012,3,5,10,봄,0,1,"안개, 안개 + 흐림",9.84,12.88,60.0,0.0,74,86
2012,2,8,18,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",9.84,12.88,87.0,7.0015,163,167
2012,7,3,7,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.09,58.0,0.0,462,483
2012,10,19,16,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",25.42,30.305,69.0,23.9994,434,565
2011,7,8,22,가을,0,1,"안개, 안개 + 흐림",27.06,30.305,78.0,12.998,136,169
2012,4,14,9,여름,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,54.0,8.9981,206,265
2012,5,6,22,여름,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,73.0,11.0014,113,157
2011,5,7,22,여름,0,0,"맑음, 약간 구름 낀 흐림",22.14,25.76,49.0,12.998,94,120
2012,11,15,21,겨울,0,1,"안개, 안개 + 흐림",13.12,16.665,66.0,7.0015,204,224
2011,9,5,16,가을,1,0,"안개, 안개 + 흐림",27.88,31.82,79.0,19.0012,192,284
2012,1,10,11,봄,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,38.0,19.9995,93,101
2012,1,1,15,봄,0,0,"맑음, 약간 구름 낀 흐림",18.86,22.725,51.0,19.9995,164,265
2012,6,5,13,여름,0,1,"안개, 안개 + 흐림",24.6,31.06,46.0,11.0014,201,267
2012,9,6,22,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,28.79,89.0,11.0014,193,217
2011,7,5,11,가을,0,1,"맑음, 약간 구름 낀 흐림",31.98,34.85,46.0,7.0015,97,172
2012,9,12,9,가을,0,1,"맑음, 약간 구름 낀 흐림",24.6,30.305,64.0,8.9981,278,328
2011,12,1,1,겨울,0,1,"맑음, 약간 구름 낀 흐림",10.66,12.12,60.0,19.0012,9,10
2011,9,14,2,가을,0,1,"맑음, 약간 구름 낀 흐림",24.6,28.03,83.0,0.0,4,5
2012,5,5,5,여름,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,88.0,6.0032,14,22
2012,7,3,10,가을,0,1,"맑음, 약간 구름 낀 흐림",33.62,37.12,43.0,15.0013,153,209
2011,11,2,9,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,18.18,87.0,0.0,213,228
2011,5,8,0,여름,0,0,"안개, 안개 + 흐림",20.5,24.24,59.0,7.0015,78,100
2012,3,6,1,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,9.85,44.0,16.9979,6,6
2012,9,14,19,가을,0,1,"맑음, 약간 구름 낀 흐림",27.88,31.82,57.0,11.0014,496,579
2011,7,19,20,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,36.365,74.0,6.0032,229,277
2012,8,3,0,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,34.09,70.0,12.998,56,71
2012,11,1,23,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,16.665,57.0,11.0014,112,120
2012,9,16,10,가을,0,0,"맑음, 약간 구름 낀 흐림",25.42,31.06,50.0,7.0015,330,490
2012,3,10,22,봄,0,0,"맑음, 약간 구름 낀 흐림",10.66,12.88,44.0,11.0014,81,100
2012,2,9,13,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,13.635,42.0,22.0028,144,154
2011,9,10,14,가을,0,0,"맑음, 약간 구름 낀 흐림",30.34,34.09,,19.0012,230,359
2011,12,4,14,겨울,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,62.0,8.9981,246,323
2011,2,7,5,봄,0,1,"맑음, 약간 구름 낀 흐림",,12.88,86.0,0.0,9,10
2012,6,3,22,여름,0,0,"맑음, 약간 구름 낀 흐림",25.42,31.06,50.0,26.0027,165,226
2011,10,1,22,겨울,0,0,"안개, 안개 + 흐림",14.76,17.425,93.0,15.0013,58,70
2012,1,18,16,봄,0,1,"맑음, 약간 구름 낀 흐림",11.48,11.365,30.0,35.0008,163,176
2011,7,16,10,가을,0,0,"맑음, 약간 구름 낀 흐림",29.52,33.335,54.0,12.998,208,322
2012,3,16,9,봄,0,1,"안개, 안개 + 흐림",17.22,21.21,82.0,0.0,277,312
2011,4,2,2,여름,0,0,"맑음, 약간 구름 낀 흐림",9.84,12.12,75.0,8.9981,20,21
2011,7,8,4,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,33.335,79.0,16.9979,4,11
2012,10,17,1,겨울,0,1,"맑음, 약간 구름 낀 흐림",15.58,19.695,76.0,0.0,14,17
2012,5,10,15,여름,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,37.0,26.0027,192,271
2011,10,11,0,겨울,0,1,"안개, 안개 + 흐림",22.14,25.76,88.0,0.0,16,30
2012,2,18,8,봄,0,0,"맑음, 약간 구름 낀 흐림",9.02,13.635,87.0,0.0,92,102
2012,5,7,9,여름,0,1,"안개, 안개 + 흐림",20.5,24.24,82.0,15.0013,289,350
2012,4,17,10,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,38.0,27.9993,165,217
2011,2,12,2,봄,0,0,"맑음, 약간 구름 낀 흐림",5.74,10.605,80.0,0.0,13,15
2011,12,7,5,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",18.86,22.725,100.0,11.0014,3,3
2011,6,5,3,여름,0,0,"안개, 안개 + 흐림",25.42,30.305,65.0,11.0014,25,47
2012,2,18,15,봄,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,41.0,16.9979,270,499
2012,9,1,11,가을,0,0,"안개, 안개 + 흐림",32.8,37.88,55.0,15.0013,273,492
2012,3,8,10,봄,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,68.0,31.0009,119,138
2012,3,4,21,봄,0,0,"맑음, 약간 구름 낀 흐림",11.48,,36.0,15.0013,70,79
2012,12,8,4,겨울,0,0,"안개, 안개 + 흐림",14.76,18.94,93.0,0.0,9,12
2012,7,1,11,가을,0,0,"맑음, 약간 구름 낀 흐림",36.08,40.15,39.0,15.0013,256,377
2011,3,15,19,봄,0,1,"안개, 안개 + 흐림",13.94,15.91,71.0,19.0012,138,152
2012,7,12,22,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,33.335,51.0,11.0014,262,318
2011,9,17,6,가을,0,0,"안개, 안개 + 흐림",18.86,22.725,72.0,15.0013,17,22
2011,4,3,7,여름,0,0,"맑음, 약간 구름 낀 흐림",13.12,15.15,57.0,15.0013,20,33
2011,8,12,14,가을,0,1,"맑음, 약간 구름 낀 흐림",32.8,34.85,29.0,12.998,135,186
2011,2,17,2,봄,0,1,"안개, 안개 + 흐림",13.94,15.91,53.0,15.0013,4,6
2011,12,6,5,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",18.86,22.725,88.0,15.0013,20,20
2011,4,11,0,여름,0,1,"맑음, 약간 구름 낀 흐림",19.68,23.485,88.0,22.0028,16,23
2012,5,9,9,여름,0,1,"안개, 안개 + 흐림",24.6,28.03,83.0,0.0,285,325
2012,1,14,13,봄,0,0,"맑음, 약간 구름 낀 흐림",9.02,10.605,44.0,19.0012,182,220
2012,2,12,1,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",3.28,2.275,79.0,31.0009,24,24
2012,4,8,2,여름,0,0,"맑음, 약간 구름 낀 흐림",18.04,21.97,24.0,15.0013,25,32
2011,2,10,12,봄,0,1,"맑음, 약간 구름 낀 흐림",6.56,6.82,34.0,26.0027,65,69
2011,12,9,0,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.84,14.395,65.0,0.0,26,34
2012,12,1,12,겨울,0,0,"안개, 안개 + 흐림",13.12,16.665,81.0,6.0032,327,446
2011,11,13,14,겨울,0,0,"안개, 안개 + 흐림",22.14,25.76,28.0,32.9975,263,371
2011,4,6,7,여름,0,1,"맑음, 약간 구름 낀 흐림",10.66,13.635,65.0,7.0015,130,133
2012,10,13,22,겨울,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,62.0,0.0,156,189
2011,5,16,22,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,88.0,6.0032,105,127
2012,3,5,20,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,11.365,37.0,31.0009,171,179
2012,4,8,1,여름,0,0,"맑음, 약간 구름 낀 흐림",18.04,21.97,24.0,15.0013,50,64
2011,3,11,14,봄,0,1,"안개, 안개 + 흐림",14.76,16.665,50.0,23.9994,64,89
2011,7,18,13,가을,0,1,"맑음, 약간 구름 낀 흐림",33.62,39.395,56.0,16.9979,125,152
2012,10,6,13,겨울,0,0,"안개, 안개 + 흐림",26.24,31.06,57.0,35.0008,400,710
2011,1,8,9,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",6.56,9.09,93.0,7.0015,20,20
2012,8,18,11,가을,0,0,"맑음, 약간 구름 낀 흐림",29.52,33.335,51.0,0.0,356,536
2011,7,10,10,가을,0,0,"맑음, 약간 구름 낀 흐림",31.16,34.85,55.0,8.9981,173,268
2012,1,15,15,봄,0,0,"맑음, 약간 구름 낀 흐림",9.02,11.365,27.0,12.998,173,206
2012,11,11,15,겨울,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,37.0,15.0013,420,724
2011,7,7,9,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.85,70.0,11.0014,154,179
2012,2,19,0,봄,0,0,"안개, 안개 + 흐림",13.94,15.15,39.0,23.9994,65,74
2011,7,16,19,가을,0,0,"맑음, 약간 구름 낀 흐림",30.34,34.09,48.0,12.998,242,406
2011,4,1,21,여름,0,1,"맑음, 약간 구름 낀 흐림",13.12,16.665,53.0,8.9981,84,93
2012,1,16,5,봄,1,0,"맑음, 약간 구름 낀 흐림",4.92,8.335,54.0,6.0032,5,6
2011,2,7,14,봄,0,1,"안개, 안개 + 흐림",14.76,18.18,57.0,6.0032,52,60
2011,6,19,6,여름,0,0,"안개, 안개 + 흐림",27.06,30.305,78.0,11.0014,22,33
2012,5,14,16,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",25.42,30.305,69.0,19.0012,91,111
2011,7,7,15,가을,0,1,"맑음, 약간 구름 낀 흐림",35.26,39.395,41.0,16.9979,119,166
2012,11,7,7,겨울,0,1,"안개, 안개 + 흐림",10.66,11.365,56.0,19.9995,314,319
2011,1,17,0,봄,1,0,"안개, 안개 + 흐림",8.2,9.85,47.0,15.0013,16,17
2011,11,12,21,겨울,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,47.0,19.0012,103,122
2011,4,9,5,여름,0,0,"안개, 안개 + 흐림",12.3,14.395,93.0,15.0013,5,5
2012,4,15,22,여름,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,44.0,23.9994,97,134
2012,5,3,1,여름,0,1,"안개, 안개 + 흐림",18.86,22.725,88.0,7.0015,15,24
2011,9,4,15,가을,0,0,"맑음, 약간 구름 낀 흐림",31.98,37.88,66.0,19.0012,192,410
2012,2,1,4,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,50.0,11.0014,1,1
2011,6,1,13,여름,0,1,"맑음, 약간 구름 낀 흐림",36.9,40.91,37.0,12.998,125,154
2011,12,5,9,겨울,0,1,"안개, 안개 + 흐림",14.76,18.18,87.0,6.0032,178,190
2011,3,16,20,봄,0,1,"안개, 안개 + 흐림",17.22,21.21,54.0,19.9995,111,121
2012,4,13,23,여름,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,62.0,6.0032,163,198
2012,5,8,12,여름,0,1,"안개, 안개 + 흐림",25.42,30.305,65.0,22.0028,203,263
2012,2,19,20,봄,0,0,"안개, 안개 + 흐림",12.3,14.395,52.0,19.0012,81,103
2011,12,12,3,겨울,0,1,"맑음, 약간 구름 낀 흐림",7.38,12.12,,0.0,2,2
2011,6,16,18,여름,0,1,"맑음, 약간 구름 낀 흐림",26.24,28.79,83.0,15.0013,299,325
2011,1,13,19,봄,0,1,"맑음, 약간 구름 낀 흐림",6.56,7.575,47.0,16.9979,98,99
2012,5,14,4,여름,0,1,"안개, 안개 + 흐림",22.14,,77.0,15.0013,3,6
2011,7,7,3,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,28.03,94.0,7.0015,2,4
2012,1,10,5,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,47.0,15.0013,23,23
2011,7,11,3,가을,0,1,"맑음, 약간 구름 낀 흐림",27.88,31.82,65.0,11.0014,8,10
2011,5,19,14,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",22.14,25.76,73.0,12.998,137,180
2012,8,19,17,가을,0,0,"안개, 안개 + 흐림",26.24,29.545,78.0,7.0015,267,343
2011,12,10,20,겨울,0,0,"맑음, 약간 구름 낀 흐림",9.84,11.365,35.0,15.0013,114,124
2012,9,7,11,가을,0,1,"맑음, 약간 구름 낀 흐림",31.16,35.605,62.0,8.9981,215,296
2011,2,16,1,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,11.365,44.0,6.0032,9,9
2012,11,16,16,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,35.0,19.0012,350,383
2012,1,2,8,봄,1,0,"맑음, 약간 구름 낀 흐림",9.84,11.365,35.0,16.9979,51,53
2011,6,17,10,여름,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,58.0,12.998,126,170
2011,5,9,19,여름,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,43.0,12.998,339,384
2011,5,4,20,여름,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,62.0,22.0028,174,191
2011,6,15,7,여름,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,60.0,8.9981,348,370
2011,8,12,4,가을,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,53.0,8.9981,5,5
2012,4,12,22,여름,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,35.0,12.998,143,158
2012,3,4,3,봄,0,0,"안개, 안개 + 흐림",14.76,17.425,43.0,8.9981,21,26
2011,7,12,16,가을,0,1,"맑음, 약간 구름 낀 흐림",35.26,39.395,44.0,19.0012,177,202
2011,2,2,0,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",9.02,12.12,93.0,7.0015,2,2
2011,12,14,17,겨울,0,1,"안개, 안개 + 흐림",14.76,18.18,57.0,7.0015,377,396
2012,5,11,11,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,35.0,16.9979,203,291
2012,5,4,7,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,88.0,0.0,347,356
2012,5,14,12,여름,0,1,"안개, 안개 + 흐림",22.96,,88.0,19.0012,132,185
2012,2,2,13,봄,0,1,"안개, 안개 + 흐림",17.22,21.21,77.0,0.0,124,137
2012,11,2,23,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,15.15,53.0,19.9995,108,119
2011,1,12,17,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,9.09,47.0,23.9994,139,139
2012,8,18,8,가을,0,0,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,16.9979,161,189
2011,5,15,15,여름,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,69.0,16.9979,253,459
2011,1,2,14,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",14.76,17.425,76.0,12.998,55,59
2012,12,6,23,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.84,12.12,65.0,11.0014,93,93
2011,2,6,5,봄,0,0,"맑음, 약간 구름 낀 흐림",10.66,12.88,60.0,15.0013,1,1
2012,7,11,9,가을,0,1,"안개, 안개 + 흐림",28.7,33.335,74.0,8.9981,298,328
2011,7,6,14,가을,0,1,"맑음, 약간 구름 낀 흐림",31.16,36.365,66.0,19.0012,113,163
2011,5,16,9,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,29.545,69.0,12.998,156,194
2011,2,6,16,봄,0,0,"맑음, 약간 구름 낀 흐림",13.94,17.425,49.0,7.0015,115,157
2012,9,3,17,가을,1,0,"맑음, 약간 구름 낀 흐림",30.34,34.85,70.0,8.9981,317,498
2011,4,15,13,여름,1,0,"맑음, 약간 구름 낀 흐림",22.14,25.76,52.0,16.9979,133,180
2011,11,11,3,겨울,1,0,"맑음, 약간 구름 낀 흐림",12.3,14.395,61.0,12.998,6,6
2012,12,4,22,겨울,0,1,"안개, 안개 + 흐림",20.5,,63.0,19.9995,155,181
2012,1,11,3,봄,0,1,"맑음, 약간 구름 낀 흐림",9.02,13.635,80.0,0.0,4,4
